station,valid,sknt,p01m,gust,wxcodes
BED,2016-04-08 00:53,11.00,0.00,21.00,M
BED,2016-04-08 00:56,10.00,0.00,21.00,M
BED,2016-04-08 01:42,10.00,0.00,18.00,M
BED,2016-04-08 01:56,10.00,0.00,M,M
BED,2016-04-08 02:37,11.00,0.00,M,M
BED,2016-04-08 02:56,12.00,0.00,M,M
BED,2016-04-08 03:09,11.00,0.00,M,M
BED,2016-04-08 03:56,7.00,0.00,M,M
BED,2016-04-08 04:35,6.00,0.00,M,M
BED,2016-04-08 04:56,5.00,0.00,M,M
BED,2016-04-08 05:22,7.00,0.00,M,M
BED,2016-04-08 05:56,5.00,0.00,M,M
BED,2016-04-08 06:56,7.00,0.00,M,M
BED,2016-04-08 07:56,7.00,0.00,M,M
BED,2016-04-08 08:56,8.00,0.00,M,M
BED,2016-04-08 09:56,11.00,0.00,M,M
BED,2016-04-08 10:56,12.00,0.00,M,M
BED,2016-04-08 11:56,15.00,0.00,M,M
BED,2016-04-08 12:56,13.00,0.00,M,M
BED,2016-04-08 13:56,11.00,0.00,17.00,M
BED,2016-04-08 14:56,11.00,0.00,21.00,M
BED,2016-04-08 15:56,12.00,1.27,M,-RA
BED,2016-04-08 16:56,15.00,0.25,21.00,M
BED,2016-04-08 17:56,8.00,0.00,17.00,M
BED,2016-04-08 18:56,6.00,0.51,M,M
BED,2016-04-08 19:56,12.00,0.00,17.00,M
BED,2016-04-08 20:56,14.00,0.00,18.00,M
BED,2016-04-08 21:56,10.00,0.00,15.00,M
BED,2016-04-08 22:56,11.00,0.00,M,M
BED,2016-04-08 23:56,10.00,0.00,M,M
BED,2016-04-09 00:56,6.00,0.00,M,M
BED,2016-04-09 01:56,19.00,0.00,27.00,M
BED,2016-04-09 02:56,11.00,0.00,17.00,M
BED,2016-04-09 03:56,8.00,0.00,M,M
BED,2016-04-09 04:56,7.00,0.00,M,M
BED,2016-04-09 05:56,9.00,0.00,M,M
BED,2016-04-09 06:56,6.00,0.00,M,M
BED,2016-04-09 07:56,4.00,0.00,M,M
BED,2016-04-09 08:56,0.00,0.00,M,M
BED,2016-04-09 09:56,0.00,0.00,M,M
BED,2016-04-09 10:56,4.00,0.00,M,M
BED,2016-04-09 11:56,3.00,0.00,M,M
BED,2016-04-09 12:56,5.00,0.00,M,M
BED,2016-04-09 13:56,3.00,0.00,M,M
BED,2016-04-09 14:56,3.00,0.00,M,M
BED,2016-04-09 15:56,6.00,0.00,M,M
BED,2016-04-09 16:56,0.00,0.00,M,M
BED,2016-04-09 17:56,3.00,0.00,M,M
BED,2016-04-09 18:56,M,0.00,M,M
BED,2016-04-09 19:56,M,0.00,M,M
BED,2016-04-09 20:56,M,0.00,M,M
BED,2016-04-09 21:56,7.00,0.00,M,M
BED,2016-04-09 22:56,5.00,0.00,M,M
BED,2016-04-09 23:56,M,0.00,M,M
BED,2016-04-10 00:56,M,0.00,M,M
BED,2016-04-10 01:56,M,0.00,M,M
BED,2016-04-10 02:56,M,0.00,M,M
BED,2016-04-10 03:56,M,0.00,M,M
BED,2016-04-10 04:56,M,0.00,M,M
BED,2016-04-10 05:56,M,0.00,M,M
BED,2016-04-10 06:56,M,0.00,M,M
BED,2016-04-10 07:56,M,0.00,M,M
BED,2016-04-10 08:56,M,0.00,M,M
BED,2016-04-10 09:56,M,0.00,M,M
BED,2016-04-10 10:56,M,0.00,M,M
BED,2016-04-10 11:56,M,0.00,M,M
BED,2016-04-10 12:56,13.00,0.00,17.00,M
BED,2016-04-10 13:56,11.00,0.00,M,M
BED,2016-04-10 14:56,8.00,0.00,16.00,M
BED,2016-04-10 15:56,11.00,0.00,M,M
BED,2016-04-10 16:56,13.00,0.00,21.00,M
BED,2016-04-10 17:56,14.00,0.00,18.00,M
BED,2016-04-10 18:56,12.00,0.00,M,M
BED,2016-04-10 19:56,8.00,0.00,16.00,M
BED,2016-04-10 20:56,10.00,0.00,15.00,M
BED,2016-04-10 21:56,8.00,0.00,M,M
BED,2016-04-10 22:56,6.00,0.00,M,M
BED,2016-04-10 23:56,4.00,0.00,M,M
BED,2016-04-11 00:56,3.00,0.00,M,M
BED,2016-04-11 01:56,0.00,0.00,M,M
BED,2016-04-11 02:56,8.00,0.00,M,M
BED,2016-04-11 03:56,7.00,0.00,M,M
BED,2016-04-11 04:56,7.00,0.00,M,M
BED,2016-04-11 05:56,8.00,0.00,M,M
BED,2016-04-11 06:56,6.00,0.00,M,M
BED,2016-04-11 07:56,6.00,0.00,M,M
BED,2016-04-11 08:56,6.00,0.00,M,M
BED,2016-04-11 09:56,9.00,0.00,M,M
BED,2016-04-11 10:56,6.00,T,M,-RA
BED,2016-04-11 11:56,7.00,T,M,-RA
BED,2016-04-11 12:56,8.00,0.25,M,-RA
BED,2016-04-11 13:56,9.00,T,M,M
BED,2016-04-11 14:56,12.00,0.00,23.00,M
BED,2016-04-11 15:56,15.00,0.00,20.00,M
BED,2016-04-11 16:56,14.00,0.00,27.00,M
BED,2016-04-11 17:56,19.00,0.00,29.00,M
BED,2016-04-11 18:56,20.00,0.00,25.00,M
BED,2016-04-11 19:56,22.00,0.00,33.00,M
BED,2016-04-11 20:56,13.00,0.00,24.00,M
BED,2016-04-11 21:56,15.00,0.00,M,M
BED,2016-04-11 22:56,14.00,0.00,19.00,M
BED,2016-04-11 23:56,11.00,T,18.00,-RA
BED,2016-04-12 00:56,11.00,T,M,M
BED,2016-04-12 01:56,9.00,0.25,M,-RA
BED,2016-04-12 02:56,8.00,T,M,-RA
BED,2016-04-12 03:56,8.00,T,M,M
BED,2016-04-12 04:56,10.00,0.00,M,M
BED,2016-04-12 05:56,14.00,0.00,22.00,M
BED,2016-04-12 06:56,13.00,0.00,20.00,M
BED,2016-04-12 07:56,14.00,0.00,20.00,M
BED,2016-04-12 08:56,14.00,0.00,23.00,M
BED,2016-04-12 09:56,13.00,0.00,24.00,M
BED,2016-04-12 10:56,15.00,0.00,27.00,M
BED,2016-04-12 11:56,16.00,0.00,22.00,M
BED,2016-04-12 12:56,12.00,0.00,19.00,M
BED,2016-04-12 13:56,10.00,0.25,M,-RA
BED,2016-04-12 14:56,10.00,1.78,M,-RA
BED,2016-04-12 15:38,9.00,0.76,M,-RA
BED,2016-04-12 15:56,9.00,0.76,M,-RA BR
BED,2016-04-12 16:03,10.00,0.25,M,-RA BR
BED,2016-04-12 16:34,8.00,0.51,M,-RA BR
BED,2016-04-12 16:56,15.00,0.76,22.00,-RA BR
BED,2016-04-12 17:03,13.00,T,22.00,-RA BR
BED,2016-04-12 17:56,7.00,T,M,-RA BR
BED,2016-04-12 18:22,6.00,0.25,M,BR
BED,2016-04-12 18:56,7.00,0.25,M,BR
BED,2016-04-12 19:56,5.00,0.00,M,BR
BED,2016-04-12 20:56,7.00,T,M,M
BED,2016-04-12 21:56,15.00,0.00,19.00,M
BED,2016-04-12 22:56,11.00,0.00,M,M
BED,2016-04-12 23:56,13.00,0.00,17.00,M
BED,2016-04-13 00:56,10.00,0.00,M,M
BED,2016-04-13 01:56,5.00,0.00,M,M
BED,2016-04-13 02:56,5.00,0.00,M,M
BED,2016-04-13 03:56,0.00,0.00,M,M
BED,2016-04-13 04:56,0.00,0.00,M,M
BED,2016-04-13 05:56,0.00,0.00,M,M
BED,2016-04-13 06:56,0.00,0.00,M,M
BED,2016-04-13 07:56,0.00,0.00,M,M
BED,2016-04-13 08:56,0.00,0.00,M,M
BED,2016-04-13 09:56,0.00,0.00,M,M
BED,2016-04-13 10:56,0.00,0.00,M,M
BED,2016-04-13 11:56,8.00,0.00,M,M
BED,2016-04-13 12:56,10.00,0.00,M,M
BED,2016-04-13 13:56,11.00,0.00,21.00,M
BED,2016-04-13 14:56,8.00,0.00,M,M
BED,2016-04-13 15:56,8.00,0.00,M,M
BED,2016-04-13 16:56,8.00,0.00,M,M
BED,2016-04-13 17:56,8.00,0.00,M,M
BED,2016-04-13 18:56,8.00,0.00,M,M
BED,2016-04-13 19:56,3.00,0.00,M,M
BED,2016-04-13 20:56,8.00,0.00,M,M
BED,2016-04-13 21:56,10.00,0.00,M,M
BED,2016-04-13 22:56,12.00,0.00,M,M
BED,2016-04-13 23:56,6.00,0.00,M,M
BED,2016-04-14 00:56,4.00,0.00,M,M
BED,2016-04-14 01:56,0.00,0.00,M,M
BED,2016-04-14 02:56,0.00,0.00,M,M
BED,2016-04-14 03:56,0.00,0.00,M,M
BED,2016-04-14 04:56,0.00,0.00,M,M
BED,2016-04-14 05:56,3.00,0.00,M,M
BED,2016-04-14 06:56,0.00,0.00,M,M
BED,2016-04-14 07:56,0.00,0.00,M,M
BED,2016-04-14 08:56,3.00,0.00,M,M
BED,2016-04-14 09:56,0.00,0.00,M,M
BED,2016-04-14 10:56,0.00,0.00,M,M
BED,2016-04-14 11:56,7.00,0.00,15.00,M
BED,2016-04-14 12:56,6.00,0.00,M,M
BED,2016-04-14 13:56,12.00,0.00,16.00,M
BED,2016-04-14 14:56,11.00,0.00,18.00,M
BED,2016-04-14 15:56,9.00,0.00,19.00,M
BED,2016-04-14 16:56,7.00,0.00,16.00,M
BED,2016-04-14 17:56,7.00,0.00,16.00,M
BED,2016-04-14 18:56,8.00,0.00,M,M
BED,2016-04-14 19:56,12.00,0.00,M,M
BED,2016-04-14 20:56,10.00,0.00,M,M
BED,2016-04-14 21:56,6.00,0.00,M,M
BED,2016-04-14 22:56,7.00,0.00,M,M
BED,2016-04-14 23:56,6.00,0.00,M,M
BED,2016-04-15 00:56,0.00,0.00,M,M
BED,2016-04-15 01:56,0.00,0.00,M,M
BED,2016-04-15 02:56,0.00,0.00,M,M
BED,2016-04-15 03:56,0.00,0.00,M,M
BED,2016-04-15 04:56,0.00,0.00,M,M
BED,2016-04-15 05:56,0.00,0.00,M,M
BED,2016-04-15 06:56,0.00,0.00,M,M
BED,2016-04-15 07:56,0.00,0.00,M,M
BED,2016-04-15 08:56,0.00,0.00,M,M
BED,2016-04-15 09:56,0.00,0.00,M,M
BED,2016-04-15 10:56,4.00,0.00,M,M
BED,2016-04-15 11:56,11.00,0.00,18.00,M
BED,2016-04-15 12:56,11.00,0.00,M,M
BED,2016-04-15 13:56,10.00,0.00,M,M
BED,2016-04-15 14:56,15.00,0.00,19.00,M
BED,2016-04-15 15:56,8.00,0.00,17.00,M
BED,2016-04-15 16:56,9.00,0.00,M,M
BED,2016-04-15 17:56,5.00,0.00,M,M
BED,2016-04-15 18:56,10.00,0.00,15.00,M
BED,2016-04-15 19:56,12.00,0.00,17.00,M
BED,2016-04-15 20:56,13.00,0.00,M,M
BED,2016-04-15 21:56,8.00,0.00,M,M
BED,2016-04-15 22:56,7.00,0.00,M,M
BED,2016-04-15 23:56,3.00,0.00,M,M
BED,2016-04-16 00:56,4.00,0.00,M,M
BED,2016-04-16 01:56,4.00,0.00,M,M
BED,2016-04-16 02:56,6.00,0.00,M,M
BED,2016-04-16 03:56,3.00,0.00,M,M
BED,2016-04-16 04:56,0.00,0.00,M,M
BED,2016-04-16 05:56,4.00,0.00,M,M
BED,2016-04-16 06:56,5.00,0.00,M,M
BED,2016-04-16 07:56,5.00,0.00,M,M
BED,2016-04-16 08:56,6.00,0.00,M,M
BED,2016-04-16 09:56,6.00,0.00,M,M
BED,2016-04-16 10:56,6.00,0.00,M,M
BED,2016-04-16 11:56,11.00,0.00,M,M
BED,2016-04-16 12:56,17.00,0.00,22.00,M
BED,2016-04-16 13:56,14.00,0.00,25.00,M
BED,2016-04-16 14:56,14.00,0.00,20.00,M
BED,2016-04-16 15:56,13.00,0.00,20.00,M
BED,2016-04-16 16:56,15.00,0.00,22.00,M
BED,2016-04-16 17:56,16.00,0.00,24.00,M
BED,2016-04-16 18:56,12.00,0.00,20.00,M
BED,2016-04-16 19:56,11.00,0.00,M,M
BED,2016-04-16 20:56,9.00,0.00,M,M
BED,2016-04-16 21:56,8.00,0.00,M,M
BED,2016-04-16 22:56,9.00,0.00,M,M
BED,2016-04-16 23:56,5.00,0.00,M,M
BED,2016-04-17 00:56,0.00,0.00,M,M
BED,2016-04-17 01:56,0.00,0.00,M,M
BED,2016-04-17 02:56,0.00,0.00,M,M
BED,2016-04-17 03:56,0.00,0.00,M,M
BED,2016-04-17 04:56,0.00,0.00,M,M
BED,2016-04-17 05:56,0.00,0.00,M,M
BED,2016-04-17 06:56,0.00,0.00,M,M
BED,2016-04-17 07:56,0.00,0.00,M,M
BED,2016-04-17 08:56,0.00,0.00,M,M
BED,2016-04-17 09:56,0.00,0.00,M,M
BED,2016-04-17 10:56,0.00,0.00,M,M
BED,2016-04-17 11:56,3.00,0.00,M,M
BED,2016-04-17 12:56,5.00,0.00,M,M
BED,2016-04-17 13:56,4.00,0.00,M,M
BED,2016-04-17 14:56,3.00,0.00,M,M
BED,2016-04-17 15:56,0.00,0.00,M,M
BED,2016-04-17 16:56,7.00,0.00,M,M
BED,2016-04-17 17:56,0.00,0.00,M,M
BED,2016-04-17 18:56,3.00,0.00,M,M
BED,2016-04-17 19:56,5.00,0.00,M,M
BED,2016-04-17 20:56,7.00,0.00,M,M
BED,2016-04-17 21:56,8.00,0.00,M,M
BED,2016-04-17 22:56,9.00,0.00,M,M
BED,2016-04-17 23:56,4.00,0.00,M,M
BED,2016-04-18 00:56,0.00,0.00,M,M
BED,2016-04-18 01:56,0.00,0.00,M,M
BED,2016-04-18 02:56,0.00,0.00,M,M
BED,2016-04-18 03:56,0.00,0.00,M,M
BED,2016-04-18 04:56,0.00,0.00,M,M
BED,2016-04-18 05:56,0.00,0.00,M,M
BED,2016-04-18 06:56,0.00,0.00,M,M
BED,2016-04-18 07:56,0.00,0.00,M,M
BED,2016-04-18 08:56,0.00,0.00,M,M
BED,2016-04-18 09:56,0.00,0.00,M,M
BED,2016-04-18 10:56,0.00,0.00,M,M
BED,2016-04-18 11:56,0.00,0.00,M,M
BED,2016-04-18 12:56,3.00,0.00,M,M
BED,2016-04-18 13:56,8.00,0.00,M,M
BED,2016-04-18 14:56,6.00,0.00,M,M
BED,2016-04-18 15:56,12.00,0.00,M,M
BED,2016-04-18 16:56,10.00,0.00,M,M
BED,2016-04-18 17:37,15.00,0.00,M,M
BED,2016-04-18 17:56,15.00,0.00,19.00,M
BED,2016-04-18 18:56,11.00,0.00,M,M
BED,2016-04-18 19:56,12.00,0.00,M,M
BED,2016-04-18 20:56,10.00,0.00,M,M
BED,2016-04-18 21:56,11.00,0.00,M,M
BED,2016-04-18 22:56,8.00,0.00,M,M
BED,2016-04-18 23:56,11.00,0.00,M,M
BED,2016-04-19 00:56,9.00,0.00,M,M
BED,2016-04-19 01:56,5.00,0.00,M,M
BED,2016-04-19 02:56,6.00,0.00,M,M
BED,2016-04-19 03:56,4.00,0.00,M,M
BED,2016-04-19 04:56,0.00,0.00,M,M
BED,2016-04-19 05:56,0.00,0.00,M,M
BED,2016-04-19 06:56,3.00,0.00,M,M
BED,2016-04-19 07:56,6.00,0.00,M,M
BED,2016-04-19 08:56,5.00,T,M,-RA
BED,2016-04-19 09:56,6.00,T,M,-RA
BED,2016-04-19 10:56,5.00,T,M,M
BED,2016-04-19 11:56,6.00,0.00,M,M
BED,2016-04-19 12:45,8.00,0.00,M,M
BED,2016-04-19 12:56,7.00,0.00,M,M
BED,2016-04-19 13:03,10.00,0.00,M,M
BED,2016-04-19 13:56,9.00,0.00,M,M
BED,2016-04-19 14:25,10.00,0.00,M,M
BED,2016-04-19 14:56,7.00,0.00,M,M
BED,2016-04-19 15:35,6.00,0.00,M,M
BED,2016-04-19 15:56,8.00,0.00,M,M
BED,2016-04-19 16:56,6.00,0.00,M,M
BED,2016-04-19 17:56,10.00,0.00,M,M
BED,2016-04-19 18:56,9.00,0.00,19.00,M
BED,2016-04-19 19:56,10.00,0.00,19.00,M
BED,2016-04-19 20:56,12.00,0.00,23.00,M
BED,2016-04-19 21:56,16.00,0.00,23.00,M
BED,2016-04-19 22:56,13.00,0.00,23.00,M
BED,2016-04-19 23:56,10.00,0.00,M,M
BED,2016-04-20 00:56,4.00,0.00,M,M
BED,2016-04-20 01:56,4.00,0.00,M,M
BED,2016-04-20 02:56,7.00,0.00,M,M
BED,2016-04-20 03:56,7.00,0.00,M,M
BED,2016-04-20 04:56,0.00,0.00,M,M
BED,2016-04-20 05:56,6.00,0.00,M,M
BED,2016-04-20 06:56,5.00,0.00,M,M
BED,2016-04-20 07:56,6.00,0.00,M,M
BED,2016-04-20 08:56,5.00,0.00,M,M
BED,2016-04-20 09:56,7.00,0.00,M,M
BED,2016-04-20 10:56,11.00,0.00,M,M
BED,2016-04-20 11:56,14.00,0.00,23.00,M
BED,2016-04-20 12:56,13.00,0.00,18.00,M
BED,2016-04-20 13:56,10.00,0.00,18.00,M
BED,2016-04-20 14:56,4.00,0.00,18.00,M
BED,2016-04-20 15:56,10.00,0.00,M,M
BED,2016-04-20 16:56,4.00,0.00,M,M
BED,2016-04-20 17:56,9.00,0.00,16.00,M
BED,2016-04-20 18:56,13.00,0.00,21.00,M
BED,2016-04-20 19:56,10.00,0.00,16.00,M
BED,2016-04-20 20:56,3.00,0.00,M,M
BED,2016-04-20 21:56,8.00,0.00,M,M
BED,2016-04-20 22:56,7.00,0.00,M,M
BED,2016-04-20 23:56,7.00,0.00,M,M
BED,2016-04-21 00:56,4.00,0.00,M,M
BED,2016-04-21 01:56,5.00,0.00,M,M
BED,2016-04-21 02:56,6.00,0.00,M,M
BED,2016-04-21 03:56,5.00,0.00,M,M
BED,2016-04-21 04:56,6.00,0.00,M,M
BED,2016-04-21 05:56,3.00,0.00,M,M
BED,2016-04-21 06:56,3.00,0.00,M,M
BED,2016-04-21 07:56,4.00,0.00,M,M
BED,2016-04-21 08:56,0.00,0.00,M,M
BED,2016-04-21 09:56,0.00,0.00,M,M
BED,2016-04-21 10:56,0.00,0.00,M,M
BED,2016-04-21 11:56,5.00,0.00,M,M
BED,2016-04-21 12:56,0.00,0.00,M,M
BED,2016-04-21 13:56,3.00,0.00,M,M
BED,2016-04-21 14:56,4.00,0.00,M,M
BED,2016-04-21 15:56,6.00,0.00,M,M
BED,2016-04-21 16:56,11.00,0.00,14.00,M
BED,2016-04-21 17:56,9.00,0.00,15.00,M
BED,2016-04-21 18:56,14.00,0.00,19.00,M
BED,2016-04-21 19:56,10.00,0.00,M,M
BED,2016-04-21 20:56,10.00,0.00,M,M
BED,2016-04-21 21:56,7.00,0.00,M,M
BED,2016-04-21 22:56,6.00,0.00,M,M
BED,2016-04-21 23:56,9.00,0.00,M,M
BED,2016-04-22 00:56,9.00,0.00,M,M
BED,2016-04-22 01:56,7.00,0.00,M,M
BED,2016-04-22 02:56,7.00,0.00,M,M
BED,2016-04-22 03:56,3.00,0.00,M,M
BED,2016-04-22 04:56,3.00,0.00,M,M
BED,2016-04-22 05:56,3.00,0.00,M,M
BED,2016-04-22 06:56,0.00,0.00,M,M
BED,2016-04-22 07:56,3.00,0.00,M,M
BED,2016-04-22 08:56,0.00,0.00,M,M
BED,2016-04-22 09:56,0.00,0.00,M,M
BED,2016-04-22 10:56,0.00,0.00,M,M
BED,2016-04-22 11:56,4.00,0.00,M,M
BED,2016-04-22 12:56,7.00,0.00,M,M
BED,2016-04-22 13:56,3.00,0.00,M,M
BED,2016-04-22 14:56,7.00,0.00,M,M
BED,2016-04-22 15:56,8.00,0.00,M,M
BED,2016-04-22 16:56,13.00,0.00,M,M
BED,2016-04-22 17:56,10.00,0.00,19.00,M
BED,2016-04-22 18:56,9.00,0.00,19.00,M
BED,2016-04-22 19:56,8.00,0.00,M,M
BED,2016-04-22 20:56,6.00,0.76,M,-RA
BED,2016-04-22 21:56,4.00,0.51,M,-RA BR
BED,2016-04-22 22:56,0.00,2.54,M,-RA BR
BED,2016-04-22 23:56,0.00,T,M,-RA
BED,2016-04-23 00:56,3.00,0.25,M,-RA
BED,2016-04-23 01:14,3.00,T,M,-RA BR
BED,2016-04-23 01:25,5.00,T,M,-RA BR
BED,2016-04-23 01:56,4.00,T,M,M
BED,2016-04-23 02:56,4.00,0.00,M,M
BED,2016-04-23 03:56,3.00,0.00,M,M
BED,2016-04-23 04:56,4.00,T,M,M
BED,2016-04-23 05:56,3.00,T,M,-RA
BED,2016-04-23 06:56,3.00,T,M,-RA
BED,2016-04-23 07:56,3.00,0.25,M,M
BED,2016-04-23 08:56,3.00,0.25,M,BR
BED,2016-04-23 09:56,3.00,T,M,M
BED,2016-04-23 10:56,3.00,T,M,M
BED,2016-04-23 11:56,11.00,0.00,17.00,M
BED,2016-04-23 12:31,9.00,T,M,-RA
BED,2016-04-23 12:56,8.00,0.25,M,-RA
BED,2016-04-23 13:03,10.00,0.25,M,-RA BR
BED,2016-04-23 13:16,11.00,0.25,M,-RA
BED,2016-04-23 13:56,6.00,1.02,M,-RA
BED,2016-04-23 14:56,5.00,T,M,M
BED,2016-04-23 15:56,12.00,0.00,15.00,M
BED,2016-04-23 16:56,9.00,0.00,M,M
BED,2016-04-23 17:56,9.00,0.00,18.00,M
BED,2016-04-23 18:56,12.00,0.00,M,M
BED,2016-04-23 19:56,11.00,0.00,22.00,M
BED,2016-04-23 20:56,14.00,0.00,20.00,M
BED,2016-04-23 21:56,10.00,0.00,20.00,M
BED,2016-04-23 22:56,11.00,0.00,17.00,M
BED,2016-04-23 23:56,9.00,0.00,M,M
BED,2016-04-24 00:56,9.00,0.00,M,M
BED,2016-04-24 01:56,9.00,0.00,M,M
BED,2016-04-24 02:56,9.00,0.00,M,M
BED,2016-04-24 03:56,9.00,0.00,M,M
BED,2016-04-24 04:56,8.00,0.00,M,M
BED,2016-04-24 05:56,6.00,0.00,M,M
BED,2016-04-24 06:56,6.00,0.00,M,M
BED,2016-04-24 07:56,3.00,0.00,M,M
BED,2016-04-24 08:56,4.00,0.00,M,M
BED,2016-04-24 09:56,4.00,0.00,M,M
BED,2016-04-24 10:56,5.00,0.00,M,M
BED,2016-04-24 11:56,7.00,0.00,M,M
BED,2016-04-24 12:56,13.00,0.00,18.00,M
BED,2016-04-24 13:56,16.00,0.00,20.00,M
BED,2016-04-24 14:56,12.00,0.00,21.00,M
BED,2016-04-24 15:56,8.00,0.00,18.00,M
BED,2016-04-24 16:56,9.00,0.00,M,M
BED,2016-04-24 17:56,11.00,0.00,19.00,M
BED,2016-04-24 18:56,12.00,0.00,18.00,M
BED,2016-04-24 19:56,13.00,0.00,M,M
BED,2016-04-24 20:56,8.00,0.00,16.00,M
BED,2016-04-24 21:56,9.00,0.00,M,M
BED,2016-04-24 22:56,7.00,0.00,M,M
BED,2016-04-24 23:56,5.00,0.00,M,M
BED,2016-04-25 00:56,4.00,0.00,M,M
BED,2016-04-25 01:56,0.00,0.00,M,M
BED,2016-04-25 02:56,0.00,0.00,M,M
BED,2016-04-25 03:56,0.00,0.00,M,M
BED,2016-04-25 04:56,0.00,0.00,M,M
BED,2016-04-25 05:56,0.00,0.00,M,M
BED,2016-04-25 06:56,0.00,0.00,M,M
BED,2016-04-25 07:56,0.00,0.00,M,M
BED,2016-04-25 08:56,0.00,0.00,M,M
BED,2016-04-25 09:56,0.00,0.00,M,M
BED,2016-04-25 10:56,0.00,0.00,M,M
BED,2016-04-25 11:56,0.00,0.00,M,M
BED,2016-04-25 12:56,0.00,0.00,M,M
BED,2016-04-25 13:56,0.00,0.00,M,M
BED,2016-04-25 14:56,0.00,0.00,M,M
BED,2016-04-25 15:56,0.00,0.00,M,M
BED,2016-04-25 16:56,3.00,0.00,M,M
BED,2016-04-25 17:56,4.00,0.00,M,M
BED,2016-04-25 18:56,4.00,0.00,M,M
BED,2016-04-25 19:56,10.00,0.00,15.00,M
BED,2016-04-25 20:56,8.00,0.00,M,M
BED,2016-04-25 21:56,7.00,0.00,M,M
BED,2016-04-25 22:56,7.00,0.00,M,M
BED,2016-04-25 23:56,3.00,0.00,M,M
BED,2016-04-26 00:56,3.00,0.00,M,M
BED,2016-04-26 01:56,3.00,0.00,M,M
BED,2016-04-26 02:56,0.00,0.00,M,M
BED,2016-04-26 03:56,0.00,0.00,M,M
BED,2016-04-26 04:56,3.00,0.00,M,M
BED,2016-04-26 05:56,0.00,0.00,M,M
BED,2016-04-26 06:56,11.00,0.00,M,M
BED,2016-04-26 07:56,12.00,0.00,M,M
BED,2016-04-26 08:56,8.00,0.00,M,M
BED,2016-04-26 09:56,14.00,T,19.00,M
BED,2016-04-26 10:56,13.00,0.00,19.00,M
BED,2016-04-26 11:56,11.00,0.00,M,M
BED,2016-04-26 12:56,10.00,0.00,M,M
BED,2016-04-26 13:56,10.00,0.00,M,M
BED,2016-04-26 14:56,9.00,0.76,M,-RA
BED,2016-04-26 15:53,8.00,1.27,M,-RA BR
BED,2016-04-26 15:56,9.00,1.52,M,-RA BR
BED,2016-04-26 16:03,5.00,0.25,M,-RA BR
BED,2016-04-26 16:15,11.00,1.52,M,RA BR
BED,2016-04-26 16:23,7.00,2.03,17.00,RA BR
BED,2016-04-26 16:35,8.00,3.05,M,RA BR
BED,2016-04-26 16:52,8.00,0.00,M,-RA BR
BED,2016-04-26 16:56,10.00,4.32,17.00,-RA BR
BED,2016-04-26 17:10,9.00,0.00,M,-RA
BED,2016-04-26 17:42,8.00,0.25,M,-RA
BED,2016-04-26 17:56,11.00,0.25,M,M
BED,2016-04-26 18:56,9.00,0.00,M,M
BED,2016-04-26 19:56,9.00,0.00,M,BR
BED,2016-04-26 20:10,7.00,0.00,M,BR
BED,2016-04-26 20:39,6.00,0.00,M,M
BED,2016-04-26 20:47,6.00,0.00,M,M
BED,2016-04-26 20:56,6.00,0.00,M,M
BED,2016-04-26 21:56,5.00,0.00,M,M
BED,2016-04-26 22:05,5.00,0.00,M,M
BED,2016-04-26 22:34,4.00,0.00,M,M
BED,2016-04-26 22:46,6.00,0.00,M,M
BED,2016-04-26 22:56,8.00,0.00,M,M
BED,2016-04-26 23:22,6.00,0.00,M,M
BED,2016-04-26 23:56,4.00,0.00,M,M
BED,2016-04-27 00:56,3.00,0.00,M,M
BED,2016-04-27 01:56,3.00,0.00,M,M
BED,2016-04-27 02:56,0.00,0.00,M,M
BED,2016-04-27 03:48,0.00,0.00,M,M
BED,2016-04-27 03:56,3.00,0.00,M,M
BED,2016-04-27 04:42,0.00,0.00,M,M
BED,2016-04-27 04:56,3.00,0.00,M,M
BED,2016-04-27 05:52,3.00,0.00,M,M
BED,2016-04-27 05:56,3.00,0.00,M,M
BED,2016-04-27 06:56,0.00,0.00,M,M
BED,2016-04-27 07:56,4.00,0.00,M,M
BED,2016-04-27 08:56,0.00,0.00,M,M
BED,2016-04-27 09:56,0.00,0.00,M,M
BED,2016-04-27 10:56,0.00,0.00,M,M
BED,2016-04-27 11:56,5.00,0.00,M,M
BED,2016-04-27 12:56,8.00,0.00,M,M
BED,2016-04-27 13:56,5.00,0.00,M,M
BED,2016-04-27 14:56,7.00,0.00,M,M
BED,2016-04-27 15:56,5.00,0.00,M,M
BED,2016-04-27 16:56,7.00,0.00,15.00,M
BED,2016-04-27 17:56,8.00,0.00,17.00,M
BED,2016-04-27 18:56,9.00,0.00,14.00,M
BED,2016-04-27 19:56,8.00,0.00,M,M
BED,2016-04-27 20:56,7.00,0.00,M,M
BED,2016-04-27 21:56,12.00,0.00,20.00,M
BED,2016-04-27 22:56,13.00,0.00,21.00,M
BED,2016-04-27 23:56,8.00,0.00,M,M
BED,2016-04-28 00:56,5.00,0.00,M,M
BED,2016-04-28 01:56,13.00,0.00,M,M
BED,2016-04-28 02:56,8.00,0.00,M,M
BED,2016-04-28 03:56,16.00,0.00,22.00,M
BED,2016-04-28 04:15,7.00,0.00,M,M
BED,2016-04-28 04:56,6.00,0.00,M,M
BED,2016-04-28 05:56,5.00,0.00,M,M
BED,2016-04-28 06:56,8.00,0.00,M,M
BED,2016-04-28 07:56,0.00,0.00,M,M
