station,valid,sknt,p01m,gust,wxcodes
FIT,2016-04-08 00:30,11.00,0.00,M,M
FIT,2016-04-08 00:52,9.00,0.00,M,M
FIT,2016-04-08 01:36,8.00,0.00,M,M
FIT,2016-04-08 01:52,5.00,T,M,-RA
FIT,2016-04-08 02:06,5.00,T,M,M
FIT,2016-04-08 02:52,5.00,T,M,M
FIT,2016-04-08 03:52,10.00,0.00,M,M
FIT,2016-04-08 04:52,5.00,0.00,M,M
FIT,2016-04-08 05:52,4.00,0.00,M,M
FIT,2016-04-08 06:52,4.00,T,M,M
FIT,2016-04-08 07:15,3.00,0.00,M,M
FIT,2016-04-08 07:52,3.00,0.00,M,M
FIT,2016-04-08 08:03,3.00,0.00,M,M
FIT,2016-04-08 08:27,0.00,0.00,M,M
FIT,2016-04-08 08:42,0.00,0.00,M,BR
FIT,2016-04-08 08:52,0.00,0.00,M,BR
FIT,2016-04-08 08:59,0.00,0.00,M,BR
FIT,2016-04-08 09:07,0.00,0.00,M,BR
FIT,2016-04-08 09:52,8.00,0.00,16.00,M
FIT,2016-04-08 10:52,10.00,0.00,17.00,M
FIT,2016-04-08 11:15,11.00,T,22.00,-RA
FIT,2016-04-08 11:26,10.00,T,15.00,M
FIT,2016-04-08 11:52,9.00,T,M,M
FIT,2016-04-08 12:10,7.00,0.00,15.00,M
FIT,2016-04-08 12:19,10.00,0.00,M,M
FIT,2016-04-08 12:52,10.00,0.00,M,M
FIT,2016-04-08 13:52,10.00,0.00,M,M
FIT,2016-04-08 14:52,7.00,T,M,-RA
FIT,2016-04-08 15:52,11.00,T,17.00,M
FIT,2016-04-08 16:52,11.00,0.00,22.00,M
FIT,2016-04-08 17:12,12.00,0.00,M,M
FIT,2016-04-08 17:52,9.00,T,21.00,-RA
FIT,2016-04-08 18:40,13.00,T,M,M
FIT,2016-04-08 18:52,13.00,T,20.00,M
FIT,2016-04-08 19:52,15.00,0.00,20.00,M
FIT,2016-04-08 20:52,10.00,0.00,20.00,M
FIT,2016-04-08 21:52,11.00,0.00,18.00,M
FIT,2016-04-08 22:52,12.00,0.00,M,M
FIT,2016-04-08 23:52,7.00,0.00,M,M
FIT,2016-04-09 00:52,13.00,0.00,19.00,M
FIT,2016-04-09 01:52,5.00,0.00,23.00,M
FIT,2016-04-09 02:52,9.00,0.00,16.00,M
FIT,2016-04-09 03:52,12.00,0.00,17.00,M
FIT,2016-04-09 04:52,10.00,0.00,20.00,M
FIT,2016-04-09 05:52,4.00,0.00,M,M
FIT,2016-04-09 06:52,0.00,0.00,M,M
FIT,2016-04-09 07:52,0.00,0.00,M,M
FIT,2016-04-09 08:52,0.00,0.00,M,M
FIT,2016-04-09 09:52,0.00,0.00,M,M
FIT,2016-04-09 10:52,0.00,0.00,M,M
FIT,2016-04-09 11:52,3.00,0.00,M,M
FIT,2016-04-09 12:52,6.00,0.00,M,M
FIT,2016-04-09 13:52,4.00,0.00,M,M
FIT,2016-04-09 14:52,5.00,0.00,M,M
FIT,2016-04-09 15:52,5.00,0.00,M,M
FIT,2016-04-09 16:52,M,0.00,M,M
FIT,2016-04-09 17:52,3.00,0.00,M,M
FIT,2016-04-09 18:52,M,0.00,M,M
FIT,2016-04-09 19:52,4.00,0.00,M,M
FIT,2016-04-09 20:52,6.00,0.00,M,M
FIT,2016-04-09 21:52,9.00,0.00,M,M
FIT,2016-04-09 22:52,9.00,0.00,M,M
FIT,2016-04-09 23:52,13.00,0.00,19.00,M
FIT,2016-04-10 00:52,13.00,0.00,22.00,M
FIT,2016-04-10 01:52,10.00,0.00,18.00,M
FIT,2016-04-10 02:52,10.00,0.00,20.00,M
FIT,2016-04-10 03:52,11.00,0.00,16.00,M
FIT,2016-04-10 04:52,16.00,0.00,M,M
FIT,2016-04-10 05:52,10.00,0.00,18.00,M
FIT,2016-04-10 06:52,12.00,0.00,18.00,M
FIT,2016-04-10 07:52,9.00,0.00,M,M
FIT,2016-04-10 08:52,9.00,0.00,16.00,M
FIT,2016-04-10 09:52,9.00,0.00,M,M
FIT,2016-04-10 10:52,6.00,0.00,15.00,M
FIT,2016-04-10 11:52,10.00,0.00,16.00,M
FIT,2016-04-10 12:52,11.00,0.00,18.00,M
FIT,2016-04-10 13:52,14.00,0.00,M,M
FIT,2016-04-10 14:52,9.00,0.00,M,M
FIT,2016-04-10 15:52,8.00,0.00,21.00,M
FIT,2016-04-10 16:52,9.00,0.00,16.00,M
FIT,2016-04-10 17:52,7.00,0.00,M,M
FIT,2016-04-10 18:52,13.00,0.00,20.00,M
FIT,2016-04-10 19:52,11.00,0.00,20.00,M
FIT,2016-04-10 20:52,12.00,0.00,21.00,M
FIT,2016-04-10 21:52,8.00,0.00,M,M
FIT,2016-04-10 22:52,4.00,0.00,M,M
FIT,2016-04-10 23:52,3.00,0.00,M,M
FIT,2016-04-11 00:52,0.00,0.00,M,M
FIT,2016-04-11 01:52,0.00,0.00,M,M
FIT,2016-04-11 02:52,5.00,0.00,M,M
FIT,2016-04-11 03:52,4.00,0.00,M,M
FIT,2016-04-11 04:52,5.00,0.00,M,M
FIT,2016-04-11 05:52,3.00,0.00,M,M
FIT,2016-04-11 06:52,5.00,0.00,M,M
FIT,2016-04-11 07:52,8.00,0.00,M,M
FIT,2016-04-11 08:52,8.00,0.00,M,M
FIT,2016-04-11 09:52,8.00,T,M,-RA
FIT,2016-04-11 10:52,6.00,T,M,M
FIT,2016-04-11 11:52,7.00,T,M,-RA
FIT,2016-04-11 12:52,8.00,0.25,M,-RA
FIT,2016-04-11 13:52,11.00,0.25,16.00,-RA
FIT,2016-04-11 14:52,9.00,T,M,M
FIT,2016-04-11 15:52,10.00,0.00,M,M
FIT,2016-04-11 16:52,16.00,0.00,22.00,M
FIT,2016-04-11 17:52,13.00,0.00,23.00,M
FIT,2016-04-11 18:52,11.00,0.00,27.00,M
FIT,2016-04-11 19:52,18.00,0.00,29.00,M
FIT,2016-04-11 20:52,12.00,0.00,26.00,M
FIT,2016-04-11 21:52,10.00,0.00,23.00,M
FIT,2016-04-11 22:52,8.00,0.00,17.00,M
FIT,2016-04-11 23:52,7.00,T,M,-RA
FIT,2016-04-12 00:52,5.00,T,M,M
FIT,2016-04-12 01:52,5.00,T,M,-RA
FIT,2016-04-12 02:52,4.00,0.51,M,-RA
FIT,2016-04-12 03:52,4.00,T,M,M
FIT,2016-04-12 04:52,4.00,0.00,M,M
FIT,2016-04-12 05:52,0.00,0.00,M,M
FIT,2016-04-12 06:52,9.00,0.00,M,M
FIT,2016-04-12 07:52,8.00,0.00,M,M
FIT,2016-04-12 08:52,10.00,0.00,M,M
FIT,2016-04-12 09:52,6.00,0.00,M,M
FIT,2016-04-12 10:52,11.00,0.25,M,-RA
FIT,2016-04-12 11:52,8.00,T,M,M
FIT,2016-04-12 12:52,7.00,1.27,M,RA BR
FIT,2016-04-12 13:52,7.00,1.78,M,-RA BR
FIT,2016-04-12 14:07,7.00,0.25,M,-RA BR
FIT,2016-04-12 14:48,5.00,0.76,M,-RA BR
FIT,2016-04-12 14:52,5.00,1.02,M,-RA BR
FIT,2016-04-12 15:52,14.00,0.51,25.00,-RA
FIT,2016-04-12 16:52,11.00,T,20.00,M
FIT,2016-04-12 17:52,7.00,0.00,M,M
FIT,2016-04-12 18:52,9.00,T,M,M
FIT,2016-04-12 19:52,15.00,0.00,19.00,M
FIT,2016-04-12 20:52,16.00,0.00,21.00,M
FIT,2016-04-12 21:52,15.00,0.00,20.00,M
FIT,2016-04-12 22:52,12.00,0.00,21.00,M
FIT,2016-04-12 23:52,10.00,0.00,M,M
FIT,2016-04-13 00:52,7.00,0.00,M,M
FIT,2016-04-13 01:52,5.00,0.00,M,M
FIT,2016-04-13 02:52,0.00,0.00,M,M
FIT,2016-04-13 03:52,3.00,0.00,M,M
FIT,2016-04-13 04:52,0.00,0.00,M,M
FIT,2016-04-13 05:52,4.00,0.00,M,M
FIT,2016-04-13 06:52,0.00,0.00,M,M
FIT,2016-04-13 07:52,0.00,0.00,M,M
FIT,2016-04-13 08:52,4.00,0.00,M,M
FIT,2016-04-13 09:52,0.00,0.00,M,M
FIT,2016-04-13 10:52,3.00,0.00,M,M
FIT,2016-04-13 11:52,8.00,0.00,M,M
FIT,2016-04-13 12:52,8.00,0.00,17.00,M
FIT,2016-04-13 13:52,7.00,0.00,M,M
FIT,2016-04-13 14:52,9.00,0.00,M,M
FIT,2016-04-13 15:52,4.00,0.00,M,M
FIT,2016-04-13 16:52,M,0.00,M,M
FIT,2016-04-13 17:52,5.00,0.00,14.00,M
FIT,2016-04-13 18:52,6.00,0.00,M,M
FIT,2016-04-13 19:52,6.00,0.00,M,M
FIT,2016-04-13 20:52,8.00,0.00,M,M
FIT,2016-04-13 21:52,4.00,0.00,M,M
FIT,2016-04-13 22:52,4.00,0.00,M,M
FIT,2016-04-13 23:52,3.00,0.00,M,M
FIT,2016-04-14 00:52,4.00,0.00,M,M
FIT,2016-04-14 01:52,0.00,0.00,M,M
FIT,2016-04-14 02:52,0.00,0.00,M,M
FIT,2016-04-14 03:52,3.00,0.00,M,M
FIT,2016-04-14 04:52,3.00,0.00,M,M
FIT,2016-04-14 05:52,4.00,0.00,M,M
FIT,2016-04-14 06:52,3.00,0.00,M,M
FIT,2016-04-14 07:52,4.00,0.00,M,M
FIT,2016-04-14 08:52,4.00,0.00,M,M
FIT,2016-04-14 09:52,3.00,0.00,M,M
FIT,2016-04-14 10:52,3.00,0.00,M,M
FIT,2016-04-14 11:52,6.00,0.00,M,M
FIT,2016-04-14 12:52,6.00,0.00,M,M
FIT,2016-04-14 13:52,9.00,0.00,M,M
FIT,2016-04-14 14:52,9.00,0.00,M,M
FIT,2016-04-14 15:52,7.00,0.00,M,M
FIT,2016-04-14 16:52,9.00,0.00,M,M
FIT,2016-04-14 17:52,M,0.00,M,M
FIT,2016-04-14 18:52,9.00,0.00,18.00,M
FIT,2016-04-14 19:52,6.00,0.00,16.00,M
FIT,2016-04-14 20:52,6.00,0.00,M,M
FIT,2016-04-14 21:52,5.00,0.00,M,M
FIT,2016-04-14 22:52,7.00,0.00,M,M
FIT,2016-04-14 23:52,6.00,0.00,M,M
FIT,2016-04-15 00:52,4.00,0.00,M,M
FIT,2016-04-15 01:52,0.00,0.00,M,M
FIT,2016-04-15 02:52,3.00,0.00,M,M
FIT,2016-04-15 03:52,3.00,0.00,M,M
FIT,2016-04-15 04:52,4.00,0.00,M,M
FIT,2016-04-15 05:52,4.00,0.00,M,M
FIT,2016-04-15 06:52,0.00,0.00,M,M
FIT,2016-04-15 07:52,3.00,0.00,M,M
FIT,2016-04-15 08:52,0.00,0.00,M,M
FIT,2016-04-15 09:52,3.00,0.00,M,M
FIT,2016-04-15 10:52,0.00,0.00,M,M
FIT,2016-04-15 11:52,8.00,0.00,M,M
FIT,2016-04-15 12:52,13.00,0.00,17.00,M
FIT,2016-04-15 13:52,10.00,0.00,M,M
FIT,2016-04-15 14:52,9.00,0.00,18.00,M
FIT,2016-04-15 15:52,10.00,0.00,19.00,M
FIT,2016-04-15 16:52,7.00,0.00,15.00,M
FIT,2016-04-15 17:52,7.00,0.00,M,M
FIT,2016-04-15 18:52,10.00,0.00,18.00,M
FIT,2016-04-15 19:52,5.00,0.00,M,M
FIT,2016-04-15 20:52,6.00,0.00,M,M
FIT,2016-04-15 21:52,5.00,0.00,M,M
FIT,2016-04-15 22:52,6.00,0.00,M,M
FIT,2016-04-15 23:52,0.00,0.00,M,M
FIT,2016-04-16 00:52,0.00,0.00,M,M
FIT,2016-04-16 01:52,0.00,0.00,M,M
FIT,2016-04-16 02:52,4.00,0.00,M,M
FIT,2016-04-16 03:52,3.00,0.00,M,M
FIT,2016-04-16 04:52,3.00,0.00,M,M
FIT,2016-04-16 05:52,4.00,0.00,M,M
FIT,2016-04-16 06:52,5.00,0.00,M,M
FIT,2016-04-16 07:52,4.00,0.00,M,M
FIT,2016-04-16 08:52,6.00,0.00,M,M
FIT,2016-04-16 09:52,5.00,0.00,M,M
FIT,2016-04-16 10:52,4.00,0.00,M,M
FIT,2016-04-16 11:52,7.00,0.00,M,M
FIT,2016-04-16 12:52,12.00,0.00,21.00,M
FIT,2016-04-16 13:52,13.00,0.00,20.00,M
FIT,2016-04-16 14:52,10.00,0.00,16.00,M
FIT,2016-04-16 15:52,9.00,0.00,18.00,M
FIT,2016-04-16 16:52,10.00,0.00,16.00,M
FIT,2016-04-16 17:52,6.00,0.00,18.00,M
FIT,2016-04-16 18:52,6.00,0.00,M,M
FIT,2016-04-16 19:52,8.00,0.00,16.00,M
FIT,2016-04-16 20:52,8.00,0.00,M,M
FIT,2016-04-16 21:52,7.00,0.00,M,M
FIT,2016-04-16 22:52,7.00,0.00,M,M
FIT,2016-04-16 23:52,4.00,0.00,M,M
FIT,2016-04-17 00:52,3.00,0.00,M,M
FIT,2016-04-17 01:52,0.00,0.00,M,M
FIT,2016-04-17 02:52,3.00,0.00,M,M
FIT,2016-04-17 03:52,4.00,0.00,M,M
FIT,2016-04-17 04:52,3.00,0.00,M,M
FIT,2016-04-17 05:52,0.00,0.00,M,M
FIT,2016-04-17 06:52,3.00,0.00,M,M
FIT,2016-04-17 07:52,3.00,0.00,M,M
FIT,2016-04-17 08:52,3.00,0.00,M,M
FIT,2016-04-17 09:52,3.00,0.00,M,M
FIT,2016-04-17 10:52,3.00,0.00,M,M
FIT,2016-04-17 11:52,3.00,0.00,M,M
FIT,2016-04-17 12:52,0.00,0.00,M,M
FIT,2016-04-17 13:52,3.00,0.00,M,M
FIT,2016-04-17 14:52,4.00,0.00,M,M
FIT,2016-04-17 15:52,3.00,0.00,M,M
FIT,2016-04-17 16:52,7.00,0.00,M,M
FIT,2016-04-17 17:52,5.00,0.00,M,M
FIT,2016-04-17 18:52,3.00,0.00,M,M
FIT,2016-04-17 19:52,3.00,0.00,M,M
FIT,2016-04-17 20:52,4.00,0.00,M,M
FIT,2016-04-17 21:52,6.00,0.00,M,M
FIT,2016-04-17 22:52,5.00,0.00,M,M
FIT,2016-04-17 23:52,0.00,0.00,M,M
FIT,2016-04-18 00:52,5.00,0.00,M,M
FIT,2016-04-18 01:52,0.00,0.00,M,M
FIT,2016-04-18 02:52,4.00,0.00,M,M
FIT,2016-04-18 03:52,4.00,0.00,M,M
FIT,2016-04-18 04:52,4.00,0.00,M,M
FIT,2016-04-18 05:52,3.00,0.00,M,M
FIT,2016-04-18 06:52,3.00,0.00,M,M
FIT,2016-04-18 07:52,3.00,0.00,M,M
FIT,2016-04-18 08:52,0.00,0.00,M,M
FIT,2016-04-18 09:52,3.00,0.00,M,HZ
FIT,2016-04-18 10:52,3.00,0.00,M,HZ
FIT,2016-04-18 11:52,3.00,0.00,M,M
FIT,2016-04-18 12:52,3.00,0.00,M,M
FIT,2016-04-18 13:52,4.00,0.00,M,M
FIT,2016-04-18 14:52,4.00,0.00,M,M
FIT,2016-04-18 15:52,5.00,0.00,M,M
FIT,2016-04-18 16:52,7.00,0.00,M,M
FIT,2016-04-18 17:52,7.00,0.00,M,M
FIT,2016-04-18 18:52,12.00,0.00,M,M
FIT,2016-04-18 19:52,10.00,0.00,M,M
FIT,2016-04-18 20:52,8.00,0.00,M,M
FIT,2016-04-18 21:52,9.00,0.00,M,M
FIT,2016-04-18 22:52,7.00,0.00,M,M
FIT,2016-04-18 23:52,6.00,0.00,M,M
FIT,2016-04-19 00:52,5.00,0.00,M,M
FIT,2016-04-19 01:52,3.00,0.00,M,M
FIT,2016-04-19 02:52,0.00,0.00,M,M
FIT,2016-04-19 03:52,0.00,0.00,M,M
FIT,2016-04-19 04:52,3.00,0.00,M,M
FIT,2016-04-19 05:52,0.00,0.00,M,M
FIT,2016-04-19 06:52,3.00,0.00,M,M
FIT,2016-04-19 07:52,3.00,0.00,M,M
FIT,2016-04-19 08:52,0.00,T,M,-RA
FIT,2016-04-19 09:52,3.00,T,M,M
FIT,2016-04-19 10:52,4.00,0.00,M,M
FIT,2016-04-19 11:52,9.00,0.00,M,M
FIT,2016-04-19 12:52,7.00,0.00,M,M
FIT,2016-04-19 13:52,10.00,0.00,M,M
FIT,2016-04-19 14:52,11.00,0.00,17.00,M
FIT,2016-04-19 15:52,10.00,0.00,17.00,M
FIT,2016-04-19 16:15,13.00,0.00,M,M
FIT,2016-04-19 16:52,13.00,0.00,M,M
FIT,2016-04-19 17:52,17.00,0.00,25.00,M
FIT,2016-04-19 18:52,12.00,0.00,23.00,M
FIT,2016-04-19 19:52,21.00,0.00,27.00,M
FIT,2016-04-19 20:52,21.00,0.00,31.00,M
FIT,2016-04-19 21:52,14.00,0.00,23.00,M
FIT,2016-04-19 22:52,14.00,0.00,M,M
FIT,2016-04-19 23:52,7.00,0.00,M,M
FIT,2016-04-20 00:52,6.00,0.00,M,M
FIT,2016-04-20 01:52,0.00,0.00,M,M
FIT,2016-04-20 02:52,3.00,0.00,M,M
FIT,2016-04-20 03:52,5.00,0.00,M,M
FIT,2016-04-20 04:52,4.00,0.00,M,M
FIT,2016-04-20 05:52,5.00,0.00,M,M
FIT,2016-04-20 06:52,6.00,0.00,M,M
FIT,2016-04-20 07:52,6.00,0.00,M,M
FIT,2016-04-20 08:52,0.00,0.00,M,M
FIT,2016-04-20 09:52,4.00,0.00,M,M
FIT,2016-04-20 10:52,5.00,0.00,M,M
FIT,2016-04-20 11:52,14.00,0.00,23.00,M
FIT,2016-04-20 12:52,12.00,0.00,19.00,M
FIT,2016-04-20 13:52,11.00,0.00,16.00,M
FIT,2016-04-20 14:52,10.00,0.00,15.00,M
FIT,2016-04-20 15:52,10.00,0.00,M,M
FIT,2016-04-20 16:52,10.00,0.00,M,M
FIT,2016-04-20 17:52,10.00,0.00,M,M
FIT,2016-04-20 18:52,5.00,0.00,17.00,M
FIT,2016-04-20 19:52,12.00,0.00,17.00,M
FIT,2016-04-20 20:52,0.00,0.00,M,M
FIT,2016-04-20 21:52,7.00,0.00,M,M
FIT,2016-04-20 22:52,0.00,0.00,M,M
FIT,2016-04-20 23:52,0.00,0.00,M,M
FIT,2016-04-21 00:52,3.00,0.00,M,M
FIT,2016-04-21 01:52,0.00,0.00,M,M
FIT,2016-04-21 02:52,0.00,0.00,M,M
FIT,2016-04-21 03:52,0.00,0.00,M,M
FIT,2016-04-21 04:52,0.00,0.00,M,M
FIT,2016-04-21 05:52,0.00,0.00,M,M
FIT,2016-04-21 06:52,0.00,0.00,M,M
FIT,2016-04-21 07:52,5.00,0.00,M,M
FIT,2016-04-21 08:52,0.00,0.00,M,M
FIT,2016-04-21 09:52,6.00,0.00,M,M
FIT,2016-04-21 10:52,5.00,0.00,M,M
FIT,2016-04-21 11:52,8.00,0.00,M,M
FIT,2016-04-21 12:52,7.00,0.00,M,M
FIT,2016-04-21 13:52,5.00,0.00,M,M
FIT,2016-04-21 14:52,4.00,0.00,M,M
FIT,2016-04-21 15:52,9.00,0.00,16.00,M
FIT,2016-04-21 16:52,4.00,0.00,M,M
FIT,2016-04-21 17:52,8.00,0.00,M,M
FIT,2016-04-21 18:52,11.00,0.00,16.00,M
FIT,2016-04-21 19:52,5.00,0.00,17.00,M
FIT,2016-04-21 20:52,11.00,0.00,16.00,M
FIT,2016-04-21 21:52,10.00,0.00,17.00,M
FIT,2016-04-21 22:52,4.00,0.00,M,M
FIT,2016-04-21 23:52,3.00,0.00,M,M
FIT,2016-04-22 00:52,0.00,0.00,M,M
FIT,2016-04-22 01:52,0.00,0.00,M,M
FIT,2016-04-22 02:52,7.00,0.00,M,M
FIT,2016-04-22 03:52,4.00,0.00,M,M
FIT,2016-04-22 04:52,5.00,0.00,M,M
FIT,2016-04-22 05:52,7.00,0.00,M,M
FIT,2016-04-22 06:52,5.00,0.00,M,M
FIT,2016-04-22 07:52,5.00,0.00,M,M
FIT,2016-04-22 08:52,3.00,0.00,M,M
FIT,2016-04-22 09:52,0.00,0.00,M,M
FIT,2016-04-22 10:52,0.00,0.00,M,HZ
FIT,2016-04-22 11:52,4.00,T,M,M
FIT,2016-04-22 12:52,4.00,0.00,M,M
FIT,2016-04-22 13:52,3.00,0.00,M,M
FIT,2016-04-22 14:52,7.00,0.00,M,M
FIT,2016-04-22 15:52,10.00,0.00,17.00,M
FIT,2016-04-22 16:52,12.00,0.00,20.00,M
FIT,2016-04-22 17:52,9.00,0.00,17.00,M
FIT,2016-04-22 18:52,5.00,T,M,-RA
FIT,2016-04-22 19:14,13.00,T,M,M
FIT,2016-04-22 19:52,6.00,0.51,M,RA
FIT,2016-04-22 20:52,5.00,0.51,M,-RA
FIT,2016-04-22 21:36,0.00,1.27,M,-RA BR
FIT,2016-04-22 21:45,4.00,1.52,M,-RA BR
FIT,2016-04-22 21:52,4.00,2.03,M,RA BR
FIT,2016-04-22 22:04,3.00,0.51,M,-RA BR
FIT,2016-04-22 22:52,M,0.76,M,BR
FIT,2016-04-22 23:52,M,0.00,M,BR
FIT,2016-04-23 00:30,M,0.00,M,BR
FIT,2016-04-23 00:39,M,0.00,M,BR
FIT,2016-04-23 00:46,M,0.00,M,BR
FIT,2016-04-23 00:49,M,0.00,M,BR
FIT,2016-04-23 00:52,M,0.00,M,BR
FIT,2016-04-23 00:56,M,0.00,M,BR
FIT,2016-04-23 00:59,M,0.00,M,BR
FIT,2016-04-23 01:52,M,0.00,M,M
FIT,2016-04-23 02:52,M,0.00,M,M
FIT,2016-04-23 03:52,M,0.00,M,M
FIT,2016-04-23 04:52,M,0.00,M,M
FIT,2016-04-23 05:52,M,0.00,M,M
FIT,2016-04-23 06:52,M,0.00,M,M
FIT,2016-04-23 07:52,M,0.00,M,M
FIT,2016-04-23 08:52,M,0.00,M,M
FIT,2016-04-23 09:52,M,0.00,M,M
FIT,2016-04-23 10:52,M,0.00,M,M
FIT,2016-04-23 11:52,M,0.25,M,M
FIT,2016-04-23 12:52,M,0.00,M,M
FIT,2016-04-23 13:52,M,0.00,M,M
FIT,2016-04-23 14:52,M,0.00,M,M
FIT,2016-04-23 15:52,M,0.00,M,M
FIT,2016-04-23 16:52,M,0.00,M,M
FIT,2016-04-23 17:52,M,0.00,M,M
FIT,2016-04-23 18:52,M,0.00,M,M
FIT,2016-04-23 19:52,M,0.00,M,M
FIT,2016-04-23 20:52,M,0.00,M,M
FIT,2016-04-23 21:52,M,0.00,M,M
FIT,2016-04-23 22:52,M,0.00,M,M
FIT,2016-04-23 23:52,M,0.00,M,M
FIT,2016-04-24 00:52,M,0.00,M,M
FIT,2016-04-24 01:52,M,0.00,M,M
FIT,2016-04-24 02:52,M,0.00,M,M
FIT,2016-04-24 03:52,M,0.00,M,M
FIT,2016-04-24 04:52,M,0.00,M,M
FIT,2016-04-24 05:52,M,0.00,M,M
FIT,2016-04-24 06:52,M,0.00,M,M
FIT,2016-04-24 07:52,M,0.00,M,M
FIT,2016-04-24 08:52,M,0.00,M,M
FIT,2016-04-24 09:52,M,0.00,M,M
FIT,2016-04-24 10:52,M,0.00,M,M
FIT,2016-04-24 11:52,M,0.00,M,M
FIT,2016-04-24 12:52,M,0.00,M,M
FIT,2016-04-24 13:52,M,0.00,M,M
FIT,2016-04-24 14:52,M,0.00,M,M
FIT,2016-04-24 15:52,9.00,0.00,M,M
FIT,2016-04-24 16:52,8.00,0.00,15.00,M
FIT,2016-04-24 17:52,10.00,0.00,17.00,M
FIT,2016-04-24 18:52,16.00,0.00,20.00,M
FIT,2016-04-24 19:52,12.00,0.00,19.00,M
FIT,2016-04-24 20:00,6.00,0.00,18.00,M
FIT,2016-04-24 20:52,9.00,0.00,M,M
FIT,2016-04-24 21:52,10.00,0.00,M,M
FIT,2016-04-24 22:52,11.00,0.00,16.00,M
FIT,2016-04-24 23:52,5.00,0.00,M,M
FIT,2016-04-25 00:52,0.00,0.00,M,M
FIT,2016-04-25 01:52,3.00,0.00,M,M
FIT,2016-04-25 02:52,0.00,0.00,M,M
FIT,2016-04-25 03:52,0.00,0.00,M,M
FIT,2016-04-25 04:52,3.00,0.00,M,M
FIT,2016-04-25 05:52,0.00,0.00,M,M
FIT,2016-04-25 06:52,0.00,0.00,M,M
FIT,2016-04-25 07:52,0.00,0.00,M,M
FIT,2016-04-25 08:52,0.00,0.00,M,M
FIT,2016-04-25 09:52,0.00,0.00,M,M
FIT,2016-04-25 10:52,0.00,0.00,M,M
FIT,2016-04-25 11:52,0.00,0.00,M,M
FIT,2016-04-25 12:52,0.00,0.00,M,M
FIT,2016-04-25 13:52,0.00,0.00,M,M
FIT,2016-04-25 14:52,0.00,0.00,M,M
FIT,2016-04-25 15:52,0.00,0.00,M,M
FIT,2016-04-25 16:52,0.00,0.00,M,M
FIT,2016-04-25 17:52,8.00,0.00,M,M
FIT,2016-04-25 18:52,12.00,0.00,M,M
FIT,2016-04-25 19:52,9.00,0.00,M,M
FIT,2016-04-25 20:52,8.00,0.00,M,M
FIT,2016-04-25 21:52,8.00,0.00,M,M
FIT,2016-04-25 22:52,7.00,0.00,M,M
FIT,2016-04-25 23:52,5.00,0.00,M,M
FIT,2016-04-26 00:52,3.00,0.00,M,M
FIT,2016-04-26 01:52,0.00,0.00,M,M
FIT,2016-04-26 02:52,0.00,T,M,M
FIT,2016-04-26 03:52,0.00,0.00,M,M
FIT,2016-04-26 04:52,3.00,0.00,M,M
FIT,2016-04-26 05:52,0.00,0.00,M,M
FIT,2016-04-26 06:52,3.00,0.00,M,M
FIT,2016-04-26 07:52,4.00,0.00,M,M
FIT,2016-04-26 08:52,7.00,T,M,M
FIT,2016-04-26 09:52,9.00,0.00,M,M
FIT,2016-04-26 10:52,6.00,0.00,M,M
FIT,2016-04-26 11:52,6.00,0.00,M,M
FIT,2016-04-26 12:52,8.00,T,16.00,M
FIT,2016-04-26 13:52,8.00,0.00,M,M
FIT,2016-04-26 14:52,5.00,1.52,M,-RA BR
FIT,2016-04-26 15:14,6.00,0.51,M,-RA BR
FIT,2016-04-26 15:19,6.00,0.76,M,-RA BR
FIT,2016-04-26 15:34,6.00,1.27,M,RA BR
FIT,2016-04-26 15:42,5.00,1.78,M,RA BR
FIT,2016-04-26 15:49,4.00,2.79,M,+RA BR
FIT,2016-04-26 15:52,4.00,3.05,M,+RA BR
FIT,2016-04-26 16:05,6.00,0.76,M,RA BR
FIT,2016-04-26 16:08,6.00,1.02,M,RA BR
FIT,2016-04-26 16:16,7.00,1.52,M,RA BR
FIT,2016-04-26 16:34,7.00,2.29,M,-RA BR
FIT,2016-04-26 16:44,6.00,2.29,M,-RA
FIT,2016-04-26 16:52,5.00,2.54,M,-RA
FIT,2016-04-26 17:04,7.00,T,15.00,-RA
FIT,2016-04-26 17:48,7.00,T,M,-RA BR
FIT,2016-04-26 17:52,6.00,T,M,-RA BR
FIT,2016-04-26 17:58,8.00,T,M,-RA BR
FIT,2016-04-26 18:05,6.00,T,M,-RA BR
FIT,2016-04-26 18:41,8.00,T,M,BR
FIT,2016-04-26 18:52,4.00,T,M,BR
FIT,2016-04-26 18:59,8.00,0.00,M,BR
FIT,2016-04-26 19:06,9.00,T,M,UP BR
FIT,2016-04-26 19:25,6.00,T,M,BR
FIT,2016-04-26 19:52,7.00,0.25,M,M
FIT,2016-04-26 20:50,5.00,0.00,M,M
FIT,2016-04-26 20:52,5.00,0.00,M,M
FIT,2016-04-26 21:00,5.00,0.00,M,M
FIT,2016-04-26 21:09,7.00,0.00,M,M
FIT,2016-04-26 21:24,7.00,0.00,M,M
FIT,2016-04-26 21:52,5.00,0.00,M,M
FIT,2016-04-26 22:47,4.00,0.00,M,M
FIT,2016-04-26 22:52,5.00,0.00,M,M
FIT,2016-04-26 23:04,4.00,0.00,M,M
FIT,2016-04-26 23:52,6.00,0.00,M,M
FIT,2016-04-27 00:52,5.00,0.00,M,M
FIT,2016-04-27 01:52,3.00,0.00,M,M
