station,valid,sknt,p01m,gust,wxcodes
FIT,2018-02-05 09:52,12.00,0.00,21.00,M
FIT,2018-02-05 10:08,9.00,0.00,M,M
FIT,2018-02-05 10:52,9.00,0.00,M,M
FIT,2018-02-05 11:52,9.00,0.00,M,M
FIT,2018-02-05 12:52,8.00,0.00,M,M
FIT,2018-02-05 13:52,18.00,0.00,27.00,M
FIT,2018-02-05 14:47,16.00,0.00,33.00,M
FIT,2018-02-05 14:52,18.00,0.00,28.00,M
FIT,2018-02-05 15:24,21.00,0.00,30.00,M
FIT,2018-02-05 15:52,19.00,0.00,29.00,M
FIT,2018-02-05 16:52,23.00,0.00,35.00,M
FIT,2018-02-05 17:52,17.00,0.00,25.00,M
FIT,2018-02-05 18:52,14.00,0.00,30.00,M
FIT,2018-02-05 19:52,9.00,0.00,16.00,M
FIT,2018-02-05 20:52,12.00,0.00,M,M
FIT,2018-02-05 21:52,9.00,0.00,17.00,M
FIT,2018-02-05 22:52,7.00,0.00,M,M
FIT,2018-02-05 23:52,9.00,0.00,M,M
FIT,2018-02-06 00:52,8.00,0.00,M,M
FIT,2018-02-06 01:52,8.00,0.00,M,M
FIT,2018-02-06 02:52,4.00,0.00,M,M
FIT,2018-02-06 03:52,5.00,0.00,M,M
FIT,2018-02-06 04:52,3.00,0.00,M,M
FIT,2018-02-06 05:52,3.00,0.00,M,M
FIT,2018-02-06 06:52,3.00,0.00,M,M
FIT,2018-02-06 07:52,3.00,0.00,M,M
FIT,2018-02-06 08:52,0.00,0.00,M,M
FIT,2018-02-06 09:52,0.00,0.00,M,M
FIT,2018-02-06 10:52,3.00,0.00,M,M
FIT,2018-02-06 11:52,5.00,0.00,M,M
FIT,2018-02-06 12:52,5.00,0.00,M,M
FIT,2018-02-06 13:52,4.00,0.00,M,M
FIT,2018-02-06 14:34,8.00,T,M,-SN
FIT,2018-02-06 14:45,8.00,T,M,-SN
FIT,2018-02-06 14:52,7.00,T,M,-SN
FIT,2018-02-06 15:00,4.00,T,M,-SN
FIT,2018-02-06 15:22,4.00,T,M,-SN
FIT,2018-02-06 15:36,8.00,T,M,-SN
FIT,2018-02-06 15:52,5.00,T,M,-SN
FIT,2018-02-06 16:25,7.00,T,M,M
FIT,2018-02-06 16:52,6.00,T,M,M
FIT,2018-02-06 17:15,10.00,0.00,14.00,M
FIT,2018-02-06 17:52,9.00,0.00,16.00,M
FIT,2018-02-06 18:52,9.00,0.00,M,M
FIT,2018-02-06 19:52,11.00,0.00,M,M
FIT,2018-02-06 20:52,3.00,0.00,M,M
FIT,2018-02-06 21:52,0.00,0.00,M,M
FIT,2018-02-06 22:52,4.00,0.00,M,M
FIT,2018-02-06 23:52,0.00,0.00,M,M
FIT,2018-02-07 00:52,0.00,0.00,M,M
FIT,2018-02-07 01:52,3.00,0.00,M,M
FIT,2018-02-07 02:52,3.00,0.00,M,M
FIT,2018-02-07 03:52,0.00,0.00,M,M
FIT,2018-02-07 04:52,3.00,0.00,M,M
FIT,2018-02-07 05:52,0.00,0.00,M,M
FIT,2018-02-07 06:52,0.00,0.00,M,M
FIT,2018-02-07 07:52,3.00,0.00,M,M
FIT,2018-02-07 08:52,0.00,0.00,M,M
FIT,2018-02-07 09:52,0.00,0.00,M,M
FIT,2018-02-07 10:52,3.00,0.00,M,M
FIT,2018-02-07 11:52,3.00,0.00,M,M
FIT,2018-02-07 12:52,0.00,0.00,M,M
FIT,2018-02-07 13:52,0.00,0.00,M,M
FIT,2018-02-07 14:52,4.00,0.00,M,M
FIT,2018-02-07 15:48,0.00,T,M,-SN
FIT,2018-02-07 15:52,0.00,T,M,-SN
FIT,2018-02-07 16:03,0.00,T,M,-SN
FIT,2018-02-07 16:20,0.00,0.51,M,SN FZFG
FIT,2018-02-07 16:31,0.00,1.02,M,SN FZFG
FIT,2018-02-07 16:52,0.00,2.03,M,SN FZFG
FIT,2018-02-07 17:52,0.00,2.54,M,SN FZFG
FIT,2018-02-07 18:35,0.00,1.78,M,SN FZFG
FIT,2018-02-07 18:52,0.00,2.54,M,SN FZFG
FIT,2018-02-07 19:24,0.00,1.27,M,-SN BR
FIT,2018-02-07 19:34,3.00,1.52,M,FZRA BR
FIT,2018-02-07 19:52,0.00,2.03,M,FZRA BR
FIT,2018-02-07 20:08,0.00,0.76,M,FZRA BR
FIT,2018-02-07 20:52,0.00,3.05,M,FZRA BR
FIT,2018-02-07 21:34,3.00,1.78,M,FZRA BR
FIT,2018-02-07 21:41,3.00,2.03,M,FZRA BR
FIT,2018-02-07 21:50,0.00,2.54,M,FZRA BR
FIT,2018-02-07 21:52,0.00,2.54,M,FZRA BR
FIT,2018-02-07 22:02,0.00,0.25,M,-FZRA BR
FIT,2018-02-07 22:16,3.00,0.76,M,FZRA BR
FIT,2018-02-07 22:23,3.00,0.76,M,UP BR
FIT,2018-02-07 22:39,3.00,1.27,M,FZRA BR
FIT,2018-02-07 22:52,0.00,1.52,M,-FZRA BR
FIT,2018-02-07 23:12,3.00,0.51,M,FZRA BR
FIT,2018-02-07 23:20,3.00,0.76,M,-FZRA BR
FIT,2018-02-07 23:31,7.00,1.27,M,FZRA BR
FIT,2018-02-07 23:48,4.00,2.03,M,-FZRA BR
FIT,2018-02-07 23:52,3.00,2.03,M,-FZRA BR
FIT,2018-02-08 00:01,5.00,0.25,M,FZRA BR
FIT,2018-02-08 00:08,3.00,0.25,M,-FZRA BR
FIT,2018-02-08 00:29,3.00,0.76,M,-FZRA BR
FIT,2018-02-08 00:40,4.00,1.02,M,FZRA BR
FIT,2018-02-08 00:47,3.00,1.02,M,-FZRA BR
FIT,2018-02-08 00:52,4.00,1.27,M,-FZRA BR
FIT,2018-02-08 01:30,3.00,0.51,M,-FZRA BR
FIT,2018-02-08 01:52,3.00,0.51,M,-FZRA BR
FIT,2018-02-08 02:03,0.00,0.25,M,-SN BR
FIT,2018-02-08 02:20,3.00,0.25,M,-SN BR
FIT,2018-02-08 02:35,12.00,0.25,M,M
FIT,2018-02-08 02:52,10.00,0.25,M,M
FIT,2018-02-08 03:52,9.00,0.00,M,M
FIT,2018-02-08 04:52,13.00,0.00,22.00,M
FIT,2018-02-08 05:05,9.00,0.00,M,M
FIT,2018-02-08 05:52,8.00,0.00,18.00,M
FIT,2018-02-08 06:17,11.00,0.00,16.00,M
FIT,2018-02-08 06:52,9.00,0.00,M,M
FIT,2018-02-08 07:52,6.00,0.00,M,M
FIT,2018-02-08 08:52,6.00,0.00,M,M
FIT,2018-02-08 09:52,7.00,0.00,M,M
FIT,2018-02-08 10:52,10.00,0.00,M,M
FIT,2018-02-08 11:52,4.00,0.00,M,M
FIT,2018-02-08 12:52,0.00,0.00,M,M
FIT,2018-02-08 13:52,6.00,0.00,M,M
FIT,2018-02-08 14:52,9.00,0.00,M,M
FIT,2018-02-08 15:52,10.00,0.00,M,M
FIT,2018-02-08 16:52,10.00,0.00,M,M
FIT,2018-02-08 17:52,8.00,0.00,M,M
FIT,2018-02-08 18:52,9.00,0.00,M,M
FIT,2018-02-08 19:52,5.00,0.00,M,M
FIT,2018-02-08 20:52,6.00,0.00,M,M
FIT,2018-02-08 21:52,3.00,0.00,M,M
FIT,2018-02-08 22:52,4.00,0.00,M,M
FIT,2018-02-08 23:52,3.00,0.00,M,M
FIT,2018-02-09 00:52,3.00,0.00,M,M
FIT,2018-02-09 01:52,3.00,0.00,M,M
FIT,2018-02-09 02:52,0.00,0.00,M,M
FIT,2018-02-09 03:52,3.00,0.00,M,M
FIT,2018-02-09 04:52,0.00,0.00,M,M
FIT,2018-02-09 05:52,0.00,0.00,M,M
FIT,2018-02-09 06:52,3.00,0.00,M,M
FIT,2018-02-09 07:52,0.00,0.00,M,M
FIT,2018-02-09 08:52,3.00,0.00,M,M
FIT,2018-02-09 09:52,0.00,0.00,M,M
FIT,2018-02-09 10:52,0.00,0.00,M,M
FIT,2018-02-09 11:52,3.00,0.00,M,M
FIT,2018-02-09 12:52,8.00,0.00,M,M
FIT,2018-02-09 13:52,6.00,0.00,M,M
FIT,2018-02-09 14:52,5.00,0.00,M,M
FIT,2018-02-09 15:52,3.00,0.00,M,M
FIT,2018-02-09 16:52,8.00,0.00,M,M
FIT,2018-02-09 17:52,4.00,0.00,M,M
FIT,2018-02-09 18:52,6.00,0.00,M,M
FIT,2018-02-09 19:52,3.00,0.00,M,M
FIT,2018-02-09 20:52,3.00,0.00,M,M
FIT,2018-02-09 21:52,3.00,0.00,M,M
FIT,2018-02-09 22:52,3.00,0.00,M,M
FIT,2018-02-09 23:52,3.00,0.00,M,M
FIT,2018-02-10 00:52,3.00,0.00,M,M
FIT,2018-02-10 01:52,4.00,0.00,M,M
FIT,2018-02-10 02:52,0.00,T,M,-SN
FIT,2018-02-10 03:52,4.00,T,M,-SN
FIT,2018-02-10 04:52,4.00,T,M,M
FIT,2018-02-10 05:52,0.00,0.00,M,M
FIT,2018-02-10 06:52,0.00,0.00,M,M
FIT,2018-02-10 07:52,0.00,0.00,M,M
FIT,2018-02-10 08:52,0.00,0.00,M,BR
FIT,2018-02-10 09:52,0.00,0.00,M,BR
FIT,2018-02-10 10:06,0.00,0.00,M,BR
FIT,2018-02-10 10:52,0.00,0.00,M,BR
FIT,2018-02-10 11:52,0.00,0.00,M,BR
FIT,2018-02-10 12:52,0.00,0.00,M,BR
FIT,2018-02-10 13:52,4.00,0.00,M,BR
FIT,2018-02-10 14:52,4.00,0.00,M,BR
FIT,2018-02-10 15:52,6.00,0.00,M,BR
FIT,2018-02-10 16:52,5.00,0.00,M,BR
FIT,2018-02-10 17:52,6.00,0.00,M,M
FIT,2018-02-10 18:42,11.00,0.00,M,M
FIT,2018-02-10 18:52,7.00,0.00,M,M
FIT,2018-02-10 19:52,7.00,T,M,-RA BR
FIT,2018-02-10 20:52,0.00,T,M,M
FIT,2018-02-10 21:26,3.00,T,M,-RA BR
FIT,2018-02-10 21:43,0.00,T,M,-RA BR
FIT,2018-02-10 21:52,0.00,T,M,-RA FG
FIT,2018-02-10 22:29,0.00,0.25,M,-RA FG
FIT,2018-02-10 22:52,0.00,0.51,M,-RA FG
FIT,2018-02-10 23:04,0.00,T,M,-RA FG
FIT,2018-02-10 23:33,0.00,T,M,-RA FG
FIT,2018-02-10 23:52,3.00,0.25,M,-RA FG
FIT,2018-02-11 00:00,0.00,T,M,-RA FG
FIT,2018-02-11 00:07,0.00,T,M,-RA FG
FIT,2018-02-11 00:21,3.00,T,M,-RA FG
FIT,2018-02-11 00:30,3.00,0.25,M,RA FG
FIT,2018-02-11 00:52,3.00,0.25,M,FG
FIT,2018-02-11 01:08,0.00,T,M,-RA FG
FIT,2018-02-11 01:23,0.00,T,M,-RA BR
FIT,2018-02-11 01:52,0.00,0.25,M,-RA FG
FIT,2018-02-11 02:47,0.00,2.29,M,RA FG
FIT,2018-02-11 02:52,4.00,2.54,M,RA FG
FIT,2018-02-11 03:07,0.00,0.76,M,RA BR
FIT,2018-02-11 03:30,5.00,2.03,M,RA FG
FIT,2018-02-11 03:45,3.00,2.54,M,RA BR
FIT,2018-02-11 03:52,4.00,2.54,M,-RA BR
FIT,2018-02-11 03:58,5.00,T,M,-RA BR
FIT,2018-02-11 04:28,4.00,0.25,M,-RA FG
FIT,2018-02-11 04:36,4.00,0.25,M,-RA FG
FIT,2018-02-11 04:52,3.00,0.25,M,-RA FG
FIT,2018-02-11 05:14,3.00,T,M,-RA FG
FIT,2018-02-11 05:52,3.00,T,M,-RA BR
FIT,2018-02-11 06:06,3.00,0.25,M,-RA BR
FIT,2018-02-11 06:18,0.00,0.25,M,BR
FIT,2018-02-11 06:26,0.00,0.25,M,BR
FIT,2018-02-11 06:35,0.00,0.25,M,BR
FIT,2018-02-11 06:48,0.00,0.25,M,BR
FIT,2018-02-11 06:52,0.00,0.25,M,BR
FIT,2018-02-11 06:59,0.00,0.00,M,BR
FIT,2018-02-11 07:20,0.00,T,M,-RA BR
FIT,2018-02-11 07:27,0.00,T,M,-RA BR
FIT,2018-02-11 07:32,0.00,T,M,-RA BR
FIT,2018-02-11 07:52,3.00,T,M,-RA BR
FIT,2018-02-11 08:02,3.00,T,M,-RA BR
FIT,2018-02-11 08:10,3.00,T,M,-RA BR
FIT,2018-02-11 08:20,3.00,T,M,-RA BR
FIT,2018-02-11 08:35,0.00,T,M,-RA BR
FIT,2018-02-11 08:52,0.00,T,M,BR
FIT,2018-02-11 09:08,0.00,T,M,-RA BR
FIT,2018-02-11 09:17,0.00,T,M,-RA BR
FIT,2018-02-11 09:24,0.00,T,M,-RA BR
FIT,2018-02-11 09:32,0.00,T,M,-RA BR
FIT,2018-02-11 09:52,3.00,0.25,M,-RA BR
FIT,2018-02-11 10:13,0.00,T,M,-RA BR
FIT,2018-02-11 10:22,0.00,T,M,-RA BR
FIT,2018-02-11 10:34,0.00,T,M,-RA BR
FIT,2018-02-11 10:44,0.00,0.25,M,-RA BR
FIT,2018-02-11 10:52,0.00,0.25,M,-RA BR
FIT,2018-02-11 10:59,0.00,T,M,-RA BR
FIT,2018-02-11 11:07,0.00,T,M,-RA BR
FIT,2018-02-11 11:17,0.00,0.25,M,-RA BR
FIT,2018-02-11 11:39,0.00,0.51,M,-RA BR
FIT,2018-02-11 11:52,0.00,0.76,M,-RA BR
FIT,2018-02-11 11:59,0.00,T,M,-RA BR
FIT,2018-02-11 12:04,0.00,T,M,-RA BR
FIT,2018-02-11 12:19,0.00,0.25,M,-RA BR
FIT,2018-02-11 12:29,0.00,0.25,M,-RA BR
FIT,2018-02-11 12:52,0.00,0.51,M,-RA BR
FIT,2018-02-11 12:58,0.00,T,M,-RA BR
FIT,2018-02-11 13:07,0.00,0.25,M,-RA BR
FIT,2018-02-11 13:20,0.00,0.51,M,-RA BR
FIT,2018-02-11 13:56,0.00,T,M,-RA BR
FIT,2018-02-11 14:00,0.00,0.25,M,-RA BR
FIT,2018-02-11 14:52,0.00,1.27,M,-RA BR
FIT,2018-02-12 15:52,10.00,0.00,19.00,M
FIT,2018-02-12 16:52,10.00,0.00,19.00,M
FIT,2018-02-12 17:52,14.00,0.00,22.00,M
FIT,2018-02-12 18:52,14.00,0.00,19.00,M
FIT,2018-02-12 19:52,16.00,0.00,22.00,M
FIT,2018-02-12 20:52,10.00,0.00,M,M
FIT,2018-02-12 21:52,9.00,0.00,M,M
FIT,2018-02-12 22:52,3.00,0.00,M,M
FIT,2018-02-12 23:52,5.00,0.00,M,M
FIT,2018-02-13 00:52,0.00,0.00,M,M
FIT,2018-02-13 01:52,0.00,0.00,M,M
FIT,2018-02-13 02:52,5.00,0.00,M,M
FIT,2018-02-13 03:52,9.00,0.00,M,M
FIT,2018-02-13 04:52,8.00,0.00,M,M
FIT,2018-02-13 05:52,7.00,0.00,M,M
FIT,2018-02-13 06:52,3.00,0.00,M,M
FIT,2018-02-13 07:52,7.00,0.00,M,M
FIT,2018-02-13 08:52,5.00,0.00,M,M
FIT,2018-02-13 09:52,5.00,0.00,M,M
FIT,2018-02-13 10:52,5.00,0.00,M,M
FIT,2018-02-13 11:52,3.00,0.00,M,M
FIT,2018-02-13 12:52,6.00,0.00,M,M
FIT,2018-02-13 13:52,7.00,0.00,M,M
FIT,2018-02-13 14:52,6.00,0.00,M,M
FIT,2018-02-13 15:52,4.00,0.00,M,M
FIT,2018-02-13 16:52,3.00,0.00,M,M
FIT,2018-02-13 17:52,0.00,0.00,M,M
FIT,2018-02-13 18:52,3.00,0.00,M,M
FIT,2018-02-13 19:52,7.00,0.00,M,M
FIT,2018-02-13 20:52,5.00,0.00,M,M
FIT,2018-02-13 21:52,5.00,0.00,M,M
FIT,2018-02-13 22:52,7.00,0.00,M,M
FIT,2018-02-13 23:52,3.00,0.00,M,M
FIT,2018-02-14 00:52,0.00,0.00,M,M
FIT,2018-02-14 01:52,0.00,0.00,M,M
FIT,2018-02-14 02:52,7.00,0.00,M,M
FIT,2018-02-14 03:52,6.00,0.00,M,M
FIT,2018-02-14 04:52,6.00,0.00,M,M
FIT,2018-02-14 05:52,6.00,0.00,M,M
FIT,2018-02-14 06:52,4.00,0.00,M,M
FIT,2018-02-14 07:52,5.00,0.00,M,M
FIT,2018-02-14 08:30,6.00,0.00,M,M
FIT,2018-02-14 08:52,7.00,0.00,M,M
FIT,2018-02-14 09:52,8.00,0.00,M,M
FIT,2018-02-14 10:52,5.00,0.00,M,M
FIT,2018-02-14 11:47,5.00,0.00,M,M
FIT,2018-02-14 11:52,6.00,0.00,M,M
FIT,2018-02-14 12:52,5.00,0.00,M,M
FIT,2018-02-14 13:52,5.00,0.00,M,M
FIT,2018-02-14 14:52,4.00,0.00,M,M
FIT,2018-02-14 15:28,0.00,0.00,M,M
FIT,2018-02-14 15:36,3.00,0.00,M,M
FIT,2018-02-14 15:52,6.00,0.00,M,M
FIT,2018-02-14 16:52,7.00,0.00,M,M
FIT,2018-02-14 17:52,10.00,0.00,M,M
FIT,2018-02-14 18:52,10.00,0.00,M,M
FIT,2018-02-14 19:52,13.00,0.00,20.00,M
FIT,2018-02-14 20:52,7.00,0.00,M,M
FIT,2018-02-14 21:52,0.00,0.00,M,M
FIT,2018-02-14 22:52,0.00,0.00,M,M
FIT,2018-02-14 23:52,0.00,0.00,M,M
FIT,2018-02-15 00:52,0.00,0.00,M,M
FIT,2018-02-15 01:52,0.00,0.00,M,M
FIT,2018-02-15 02:52,0.00,0.00,M,M
FIT,2018-02-15 03:52,0.00,0.00,M,M
FIT,2018-02-15 04:52,0.00,0.00,M,M
FIT,2018-02-15 05:52,3.00,0.00,M,M
FIT,2018-02-15 06:52,0.00,0.00,M,BR
FIT,2018-02-15 07:52,3.00,0.00,M,BR
FIT,2018-02-15 08:52,0.00,0.00,M,BR
FIT,2018-02-15 09:52,3.00,0.00,M,BR
FIT,2018-02-15 10:52,0.00,0.00,M,BR
FIT,2018-02-15 11:52,0.00,0.00,M,BR
FIT,2018-02-15 12:52,0.00,0.00,M,BR
FIT,2018-02-15 13:22,0.00,0.00,M,BR
FIT,2018-02-15 13:52,0.00,0.00,M,BR
FIT,2018-02-15 14:52,0.00,0.00,M,M
FIT,2018-02-15 15:01,0.00,0.00,M,M
FIT,2018-02-15 15:15,0.00,0.00,M,M
FIT,2018-02-15 15:52,0.00,0.00,M,M
FIT,2018-02-15 16:01,0.00,0.00,M,M
FIT,2018-02-15 16:52,6.00,0.00,M,M
FIT,2018-02-15 17:52,7.00,0.00,M,M
FIT,2018-02-15 18:52,6.00,0.00,M,M
FIT,2018-02-15 19:03,4.00,0.00,M,M
FIT,2018-02-15 19:52,3.00,0.00,M,M
FIT,2018-02-15 20:34,7.00,0.00,M,M
FIT,2018-02-15 20:52,0.00,0.00,M,M
FIT,2018-02-15 21:52,3.00,0.00,M,M
FIT,2018-02-15 22:52,7.00,0.00,M,M
FIT,2018-02-15 23:52,0.00,0.00,M,M
FIT,2018-02-16 00:23,0.00,0.00,M,BR
FIT,2018-02-16 00:29,0.00,0.00,M,BR
FIT,2018-02-16 00:36,0.00,0.00,M,FG
FIT,2018-02-16 00:52,0.00,0.00,M,FG
FIT,2018-02-16 01:13,0.00,0.00,M,BR
FIT,2018-02-16 01:21,0.00,0.00,M,BR
FIT,2018-02-16 01:52,0.00,0.00,M,BR
FIT,2018-02-16 02:00,5.00,0.00,M,BR
FIT,2018-02-16 02:52,5.00,0.00,M,M
FIT,2018-02-16 03:52,3.00,0.00,M,M
FIT,2018-02-16 04:52,0.00,0.00,M,BR
FIT,2018-02-16 05:03,0.00,0.00,M,BR
FIT,2018-02-16 05:10,0.00,0.00,M,BR
FIT,2018-02-16 05:14,0.00,0.00,M,BR
FIT,2018-02-16 05:20,0.00,0.00,M,BR
FIT,2018-02-16 05:52,0.00,0.00,M,BR
FIT,2018-02-16 06:11,0.00,0.00,M,FG
FIT,2018-02-16 06:52,0.00,0.00,M,FG
FIT,2018-02-16 07:52,0.00,0.00,M,FG
FIT,2018-02-16 08:12,0.00,0.00,M,FG
FIT,2018-02-16 08:52,0.00,0.00,M,FG
FIT,2018-02-16 09:19,3.00,0.00,M,BR
FIT,2018-02-16 09:28,4.00,0.00,M,BR
FIT,2018-02-16 09:37,4.00,0.00,M,BR
FIT,2018-02-16 09:52,5.00,0.00,M,BR
FIT,2018-02-16 10:52,5.00,T,M,BR
FIT,2018-02-16 11:31,0.00,0.00,M,BR
FIT,2018-02-16 11:35,0.00,0.00,M,BR
FIT,2018-02-16 11:41,3.00,0.00,M,BR
FIT,2018-02-16 11:49,0.00,0.00,M,BR
FIT,2018-02-16 11:52,0.00,0.00,M,BR
FIT,2018-02-16 12:06,0.00,0.00,M,BR
FIT,2018-02-16 12:13,3.00,0.00,M,FG
FIT,2018-02-16 12:52,0.00,T,M,-RA FG
FIT,2018-02-16 13:46,3.00,T,M,BR
FIT,2018-02-16 13:52,3.00,T,M,BR
FIT,2018-02-16 13:59,0.00,0.00,M,BR
FIT,2018-02-16 14:42,3.00,0.00,M,FG
FIT,2018-02-16 14:50,3.00,0.00,M,BR
FIT,2018-02-16 14:52,0.00,0.00,M,BR
FIT,2018-02-16 15:01,3.00,0.00,M,BR
FIT,2018-02-16 15:52,0.00,0.00,M,M
FIT,2018-02-16 16:52,8.00,0.00,17.00,M
FIT,2018-02-16 17:52,13.00,0.00,19.00,M
FIT,2018-02-16 18:52,11.00,0.00,17.00,M
FIT,2018-02-16 19:52,17.00,0.00,22.00,M
FIT,2018-02-16 20:52,17.00,0.00,28.00,M
FIT,2018-02-16 21:52,13.00,0.00,21.00,M
FIT,2018-02-16 22:52,17.00,0.00,26.00,M
FIT,2018-02-16 23:52,16.00,0.00,27.00,M
FIT,2018-02-17 00:52,10.00,0.00,M,M
FIT,2018-02-17 01:52,18.00,0.00,27.00,M
FIT,2018-02-17 02:52,19.00,0.00,24.00,M
FIT,2018-02-17 03:52,7.00,0.00,18.00,M
FIT,2018-02-17 04:52,8.00,0.00,16.00,M
FIT,2018-02-17 05:52,9.00,0.00,M,M
FIT,2018-02-17 06:52,9.00,0.00,M,M
FIT,2018-02-17 07:52,8.00,0.00,M,M
FIT,2018-02-17 08:52,4.00,0.00,M,M
FIT,2018-02-17 09:52,4.00,0.00,M,M
FIT,2018-02-17 10:52,5.00,0.00,M,M
FIT,2018-02-17 11:52,5.00,0.00,M,M
FIT,2018-02-17 12:52,4.00,0.00,M,M
FIT,2018-02-17 13:52,6.00,0.00,M,M
FIT,2018-02-17 14:52,3.00,0.00,M,M
FIT,2018-02-17 15:52,4.00,0.00,M,M
FIT,2018-02-17 16:52,8.00,0.00,M,M
FIT,2018-02-17 17:52,9.00,0.00,M,M
FIT,2018-02-17 18:52,9.00,0.00,M,M
FIT,2018-02-17 19:52,9.00,0.00,M,M
FIT,2018-02-17 20:52,8.00,0.00,M,M
FIT,2018-02-17 21:52,13.00,0.00,18.00,M
FIT,2018-02-17 22:52,7.00,0.00,19.00,M
FIT,2018-02-17 23:52,6.00,0.00,M,M
FIT,2018-02-18 00:49,9.00,T,M,-SN
FIT,2018-02-18 00:52,9.00,T,M,-SN
FIT,2018-02-18 01:01,9.00,T,M,-SN
FIT,2018-02-18 01:26,6.00,T,M,-SN BR
FIT,2018-02-18 01:52,5.00,0.25,M,-SN BR
FIT,2018-02-18 02:13,4.00,0.51,M,-SN BR
FIT,2018-02-18 02:34,4.00,0.76,M,-SN BR
FIT,2018-02-18 02:44,5.00,1.02,M,-SN BR
FIT,2018-02-18 02:52,4.00,1.02,M,-SN BR
FIT,2018-02-18 02:58,4.00,0.25,M,-SN BR
FIT,2018-02-18 03:19,0.00,1.02,M,SN FZFG
FIT,2018-02-18 03:52,0.00,2.03,M,SN FZFG
FIT,2018-02-18 04:37,0.00,1.27,M,-SN BR
FIT,2018-02-18 04:52,0.00,1.52,M,-SN BR
FIT,2018-02-18 05:01,0.00,T,M,-SN BR
FIT,2018-02-18 05:28,0.00,0.51,M,-SN BR
FIT,2018-02-18 05:38,0.00,0.76,M,-SN BR
FIT,2018-02-18 05:52,0.00,1.27,M,-SN BR
FIT,2018-02-18 06:52,3.00,1.52,M,-SN BR
FIT,2018-02-18 07:23,3.00,0.76,M,-SN BR
FIT,2018-02-18 07:49,4.00,1.27,M,-SN BR
FIT,2018-02-18 07:52,4.00,1.52,M,-SN BR
FIT,2018-02-18 08:01,4.00,T,M,-SN BR
FIT,2018-02-18 08:52,4.00,1.02,M,-SN BR
FIT,2018-02-18 09:03,4.00,0.25,M,-SN BR
FIT,2018-02-18 09:15,3.00,0.51,M,-SN BR
FIT,2018-02-18 09:32,3.00,0.76,M,-SN BR
FIT,2018-02-18 09:52,3.00,1.02,M,-SN BR
FIT,2018-02-18 10:09,4.00,0.25,M,-SN BR
FIT,2018-02-18 10:25,0.00,0.51,M,-SN BR
FIT,2018-02-18 10:35,3.00,0.51,M,-SN BR
FIT,2018-02-18 10:41,3.00,0.51,M,-SN BR
FIT,2018-02-18 10:52,4.00,0.51,M,-SN BR
FIT,2018-02-18 11:52,6.00,T,M,M
FIT,2018-02-18 12:52,13.00,0.00,M,M
FIT,2018-02-18 13:52,17.00,0.00,26.00,M
FIT,2018-02-18 14:52,15.00,0.00,23.00,M
FIT,2018-02-18 15:52,13.00,0.00,18.00,M
FIT,2018-02-18 16:52,15.00,0.00,24.00,M
FIT,2018-02-18 17:52,10.00,0.00,M,M
FIT,2018-02-18 18:52,14.00,0.00,23.00,M
FIT,2018-02-18 19:52,12.00,0.00,M,M
FIT,2018-02-18 20:52,8.00,0.00,M,M
FIT,2018-02-18 21:52,8.00,0.00,M,M
FIT,2018-02-18 22:52,0.00,0.00,M,M
FIT,2018-02-18 23:52,3.00,0.00,M,M
FIT,2018-02-19 00:52,0.00,0.00,M,M
FIT,2018-02-19 01:52,0.00,0.00,M,M
FIT,2018-02-19 02:52,0.00,0.00,M,M
FIT,2018-02-19 03:52,0.00,0.00,M,M
FIT,2018-02-19 04:52,0.00,0.00,M,M
FIT,2018-02-19 05:52,0.00,0.00,M,M
FIT,2018-02-19 06:52,0.00,0.00,M,BR
FIT,2018-02-19 07:52,0.00,0.00,M,BR
FIT,2018-02-19 08:52,0.00,0.00,M,M
FIT,2018-02-19 09:52,0.00,0.00,M,M
FIT,2018-02-19 10:52,0.00,0.00,M,M
FIT,2018-02-19 11:52,0.00,0.00,M,M
FIT,2018-02-19 12:52,3.00,0.00,M,BR
FIT,2018-02-19 13:52,6.00,0.00,M,M
FIT,2018-02-19 14:52,6.00,0.00,M,M
FIT,2018-02-19 15:52,12.00,0.00,21.00,M
FIT,2018-02-19 16:52,12.00,0.00,20.00,M
FIT,2018-02-19 17:52,8.00,0.00,M,M
FIT,2018-02-19 18:52,12.00,0.00,21.00,M
FIT,2018-02-19 19:52,10.00,0.00,M,M
FIT,2018-02-19 20:52,3.00,0.00,M,M
FIT,2018-02-19 21:52,8.00,0.00,M,M
FIT,2018-02-19 22:52,4.00,T,M,-RA
FIT,2018-02-19 23:48,4.00,T,M,-RA
FIT,2018-02-19 23:52,4.00,T,M,-RA
FIT,2018-02-20 00:29,0.00,0.25,M,-RA
FIT,2018-02-20 00:52,3.00,0.25,M,-RA
FIT,2018-02-20 01:52,5.00,0.76,M,-RA
FIT,2018-02-20 02:19,6.00,0.25,M,-RA
FIT,2018-02-20 02:52,5.00,0.25,M,M
FIT,2018-02-20 03:52,4.00,T,M,-RA
FIT,2018-02-20 03:59,4.00,T,M,-RA
FIT,2018-02-20 04:52,6.00,T,M,-RA
FIT,2018-02-20 05:52,4.00,T,M,-RA
FIT,2018-02-20 06:52,4.00,0.25,M,M
FIT,2018-02-20 07:52,4.00,0.00,M,M
FIT,2018-02-20 08:52,7.00,0.00,M,M
FIT,2018-02-20 09:35,4.00,0.00,M,M
FIT,2018-02-20 09:52,5.00,0.00,M,M
